ticker,premkt_open,premkt_last,premkt_change_pct,premkt_volume,daily_changes,market_cap,sector,industry,scan_time,bullish_streak,market_open_price,profit_loss_pct,profit_loss_amount
TNYA,1.26,1.3,3.17,0,"[np.float64(9.99), np.float64(22.49), np.float64(8.62)]",205349760,Healthcare,Biotechnology,08:21:42,True,1.25,-3.46,-0.05
